id,fullname,address,phone_number,email,workplace,birthdate,registration_date,gender,income,expenses,credit,deposit
114,Semyon Agafonov Fedosevich,"of Kushchevskaya, street. Caucasian, d. 516 to. 30 513 852",+7 (081) 871-4917,zosima_1974@gmail.com,"Art. Cherkessk, bul. Track, d. 808, p. 9/5, 475 054",34646,42394,M,169187,106689,1,1
115,Mukhin Porphyry Fedosevich,"a. Hot Key, ALL. Komsomolskaya. 987 to. 527, 385876",+7 247 394 2665,lazarevkir@gmail.com,"a. Host Str. Vladimir, d. 5/6, 676 231",26583,42490,M,207864,105632,1,
116,Nicodemus Antonovich Pakhomov,"n. Sterlitamak, st. Ukrainian, d. 153 p. 9, 437160",+7 (425) 015-2151,mefodi1978@gmail.com,"from. Verkhny Ufaley, nab. Nekrasov, d. 2.5 pp. 21, 520 954",33171,41738,M,,75256,,
117,Kuzma G. Seleznev,"d. Nevinnomyssk, w. Scherbakov, d. 71 k. 9, 116719",+7 658 680 14 14,timofe_14@gmail.com,"n. Stary Oskol, w. Cooperative, d. 826, 983 183",27896,42672,M,,65017,,1
118,Pankraty Vilorovich Markov,"COFO Tuapse ALL. Krestyanskaya, d. To 9/3. 79 832 581",+7 (712) 842-7086,vladimirovsamuil@rambler.ru,"Mr. Yashkul Str. Revolutionary, d. 8 p. 9/4, 949 167",34425,41068,M,181578,86255,1,
119,Fevronija Antonovna Tretyakova,"COFO Onega Str. Maple, d. 3/1 195820",8 (559) 991-71-14,irakli1983@yandex.ru,"Korsakov, ALL. Substations, d. 82, 583 112",29672,42874,F,,104504,,
120,Marina Smirnova Boleslavovna,"d. Korsakov, ALL. Vodnikov, d. 474 to. 4, 714,951",8 (653) 667-6332,venediktorlov@yandex.ru,"Krasnodar, w. Moscow, d. 4, p. 8, 557 609",37327,42889,F,,87363,,
121,Tikhon Frolovich Teterin,"n. Kholmsk, ul. Matrosov, d. 984 p. 2/1 879 642",8 877 346 80 66,dorofe1970@rambler.ru,"d. Kalyazin, w. Shevchenko, d. 861 to. 2/3 961515",28028,42365,M,,72285,,
122,Galina Igorevna Maslov,"a. Alapaevsk, nab. Dostoevsky, d. 6/9 p. 6/4, 802 234",8 958 253 6180,valerija73@yahoo.com,"Tambov, trans. Cote, d. 413 pp. 99, 929 610",36156,42306,F,,75568,,1
123,Gulyaev Zephaniah Elizarovich,"n. Belokuriha Str. Floatable, d. 1/1 178675",85824928405,zhuravlevarefi@hotmail.com,"d. Elista, ul. Production, d. 860 to. 7 140437",34272,42152,M,,86672,,
124,Ekaterina Panova Kuzminichna,"COFO Orsk, ALL. Novoselov, d. 58, 112021",8 111 340 65 91,apollon_92@yahoo.com,"d. Olenegorsk (Yaqut.), bd. Hay, d. 41 pp. 624, 902 028",32417,41589,F,,98978,,1
125,Avdey Kudryavtsev,"Mr. Kabansk blvd. Labor, d. 77, 692 839",8 (748) 528-6559,ruslan1989@gmail.com,"Art. Barnaul, bul. Commercial, d. 4, p. 458, 200041",36108,41047,M,,79868,,
126,Alexander Yakushev Igorevna,"from. Gelendzhik, trans. Morozova, d. 6.8 pp. 50, 528 343",+7 (035) 308-91-22,alina53@yahoo.com,"COFO Suzdal, bul. Thieves, d. 3, p. 2/3 573324",28715,42077,F,155614,84842,1,
127,Nekrasov Ninel Vyacheslavovna,"d. Orekhovo-ALL. Steppe, d. 2 to. 4, 226,171",+7 (744) 881-51-81,fedoseevermil@yandex.ru,"from. Kropotkin (Krasnod.) Emb. Children, d. 8 pp. 107, 565 533",23818,41555,F,,82211,,1
128,Dmitriev Arkady Fomich,"d. Lgov, pr. Lakes, d. 6 pp. 84, 814 919",8 (601) 450-28-77,iraida_2011@mail.ru,"Gremyachinsk (Buryat.), co. High, d. To 57. 9, 976 921",23636,41936,M,,85647,,
129,Kononov Ivanna Danilovna,"Art. Katav-Ivanovsk, trans. Garden, d. 9, 285 730",8 (572) 590-91-89,makarandreev@hotmail.com,"a. Vladikavkaz, ALL. Park, d. 2 p. 62, 250559",36536,41976,F,,89200,,1
130,Ishmael Antipovich Baranov,"COFO Dagomys, pr. Meadow, d. 83, 351 488",8 957 459 5758,samolovpetr@yahoo.com,"in. Vyazma, ALL. Maxim Gorky, d. 712, 640 748",23830,42751,M,,50069,,1
131,Nadezhda S. Sazonov,"d. Nadym, pr. Factory, d. 7 to. 934, 812 936",+7 018 688 1995,izot_88@mail.ru,"n. Ojmjakon Str. Gastello, d. 22, 870 137",32604,40915,F,231256,82935,1,1
132,Antipas Artemyevitch Titov,"from. Kineshma, nab. Coal, d. 210, 870 610",8 (104) 770-4488,julija_1978@yahoo.com,"Art. Tulpan river, bul. Olympic, d. 1/3 in. 90 037 004",34338,43259,M,,77935,,
133,Egor Nesterov Gordeevich,"a. labinsk, w. Leskhoznoe, d. 785 to. 8, 393855",+7 968 130 56 18,danila_42@mail.ru,"a. Saratov, ul. Stellar, d. 4/4 in. 9 349 762",32818,43471,M,,104710,,
134,Cyrus Gennadievna Nikiforov,"Art. Irbit, w. Slobodskoe, d. 4, 781,635",8 (142) 863-1881,koshelevanadezhda@yahoo.com,"a. Rainbow, ALL. Folk, d. 176 to. 4, 629,995",25463,43118,F,,95167,,1
135,Ostromir Filatovich Komarov,"d. Ust-Kool, pr. Podgornyi, d. 2 962 481",8 (378) 755-7255,marian1983@mail.ru,"Divnogorsk, ul. People, d. 2/6, 244475",37295,43176,M,295693,87464,1,1
136,Andronicus Arsenovich Kononov,"COFO Ussuriysk Str. Coniferous, d. 89 in. 678 051 646",8 667 541 8059,gsobolev@rambler.ru,"COFO Kurchatov lane. Crimea, d. 6/3, 627 680",35778,41920,M,,76957,,
137,Artyom Biryukov Artemyevitch,"Art. Biisk, w. Corner, d. 686 to. 360, 303 724",8 (743) 293-6867,ribakovplaton@hotmail.com,"from. Monchegorsk, w. South, d. 818, 152542",22501,43667,M,,85809,,1
138,Nikolaev Fevronija Nathanovna,"a. Galich, nab. Krymskaya, d. 26 to. 1 494 766",8 350 804 5911,jaroslav43@yandex.ru,"d. Nizhnekamsk, w. Smirnova, d. 90 in. 4/1, 295 097",26121,43740,F,,67264,,
139,Samuel Marsovich Lazarev,"Mr. Gorodovikovsk blvd. Guerrilla, d. 9/9, 317 574",+7 625 141 9788,kazimir_11@yahoo.com,"Art. Balashikha, st. Odessa, d. 2/1, 447 922",28417,42527,M,,97976,,
140,Akulina Efimovna Kulikova,"Art. Rzhev, pr. Gaidar, d. 94, 702 283",8 (733) 858-1881,evdokija2008@yandex.ru,"Penza, etc. The flow, d. 10, 218 653",37428,42269,F,,72714,,1
141,Fadeev Cyrus Leonovna,"a. Wellen, Naberezhnaya. Borovaja, d. 7 pp. 532, 435 539",+7 (394) 366-19-46,evgraf_1972@rambler.ru,"Arkhangelsk, bul. Lenin, d. 48, 780 144",27556,42142,F,,69567,,
142,Belova Irina I.,"Art. Sergiev Posad, nab. Levanevskogo, d. 93 p. 2/2 690652",+73213590501,fokinevstigne@mail.ru,"a. Kuznetsk Str. Neftchiler d. 247 to. 561, 231 324",27723,41276,F,,105157,,
143,Osip Melnikov Evseevich,"of Morozovsk, ul. Maitland, d. 59 p. 1, 563556",8 334 958 22 47,viktorin_1999@gmail.com,"d. Taldom, ave. Schetinkina, d. 9 k. 822, 489 797",30703,42658,M,100468,93894,1,1
144,Leonti Pakhomov Gordeevich,"Noyabrsk, ul. Tchaikovsky, d. To 9. 4, 367757",8 (943) 256-2292,savinaraisa@rambler.ru,"Ustyuzhna Str. Pine, d. 5/4 p. 5/2, 026 021",24949,42153,M,,68068,,
145,Martha Eduardovna Kharitonov,"a. Kirovsk (Moorman.), trans. Fraternal, d. 3, p. 200, 459910",+75437523658,fedotovaraisa@mail.ru,"from. Smirnykh Str. Berry, d. 4, p. 5/7, 882,225",22389,41535,F,256816,80610,1,1
146,George A. Kuznetsov,"Oktyabrsky City (Chelyaba.), co. Upland, d. 5/8, 471561",8 (540) 472-0782,ljubim76@rambler.ru,"of Elton, pr. Tabloid, d. 1 p. 8, 449 786",29508,41645,M,,71064,,
147,Eleanor A. Makarov,"Art. Lukhovitsy, bul. Korolenko, d. 144 to. 955 979 932",8 266 392 65 27,dobromisl_90@yahoo.com,"Lagan, etc. Pine, d. 23, p. 75, 406115",35455,41968,F,,65429,,
148,Merkusheva Martha Arkhipovna,"Art. Nat, ALL. High, d. 6 pp. 6/8 456971",+7 861 570 7842,prov1989@rambler.ru,"a. Luhovicy, w. Ameliorative, d. 2 k. 3/1 341068",32230,41641,F,,75977,,
149,Alla Tarasovna Zhdanov,"COFO Mednogorsk Str. Voykova, d. 7 to. 60, 483 024",+74110945697,efrem_2017@gmail.com,"COFO Kudymkar Str. Koltsov, d. 210 to. 977, 085 306",28785,41932,F,,80308,,
150,Iraida G. Shcherbakova,"n. Mtsensk, w. Karl Marx, d. 125 to. 99, 153043",8 (593) 246-58-21,cvladimirov@yahoo.com,"Bilibino, bul. Hope, d. 92, 678 478",33599,42122,F,,81137,,1
151,Zosima Davidovich Alekseev,"COFO Smolensk lane. Pozharsky, d. 911, 268 264",+7 (935) 455-20-09,jkolobova@yahoo.com,"n. Krasnoyarsk, ALL. Iaroslavskaia, d. 96 p. 64, 620328",29119,42220,M,289872,102236,1,
152,Seliverstov Laurel V.,"from. Ulan-Ude, w. The February, d. 7/4 p. 4/5, 584 245",+7 155 192 4557,oleg2016@yandex.ru,"d. Barrow, trans. Garden, d. To 9. 87, 236749",28098,41303,M,,110709,,
153,Bronislaw G. Mukhin,"from. Viazma, pr. Schorsa, d. 26 to. 38, 367 205",8 (378) 387-6142,ippolit_68@yandex.ru,"n. Voronezh, pr. Altitude, d. 1 k. 7, 105,146",28962,41125,M,,79448,,
154,Kabanov Modest T.,"Art. Apsheronsk, pr. Volkova, d. 4/2, 953,900",+7 238 998 1269,jakovlevsevastjan@yandex.ru,"a. Aleksandrovsk, ALL. Baumann, d. 43 to. 60, 027 960",28716,41953,M,,73777,,
155,Hope Danilovna Knyazev,"n. Kasimov, ALL. Krasnodarskaya d. 9 pp. 1, 322 217",+79827714993,gerasim_1974@yandex.ru,"a. Nalchik, nab. Pine, d. 708, 551 619",25527,42634,F,145500,89491,1,
156,Komarova Thekla Romanova,"Art. Severobaykalsk pr. Angarsky, d. 936, 359 203",8 (478) 494-26-54,venediktpanfilov@hotmail.com,"Balashov, etc.. Chernyshevsky, d. 4/2, pp. 5, 989,773",34005,42131,F,,69093,,
157,Ignatov Lyubosmysl Denisovich,"COFO Ozyory, pr. Proletarskii, d. 97, 115103",+7 (391) 814-4167,psafonova@yandex.ru,"n. Mytischi, trans. October, d. 2 577 062",29914,42526,M,,77829,,
158,Maksimova Nina Yu,"from. Dvinskoy, pr. Z.Kosmodemyanskoy, d. 5, 417485",+71167393330,fershova@yandex.ru,"n. Silver Ponds, w. Dostoevsky, d. 434, 355234",24310,42221,F,206071,90685,1,
159,Maya Pavlovna Merkusheva,"Art. Hype ALL. Cornflower, d. 55, 225232",8 997 854 8797,savelisazonov@gmail.com,"d. Lodeynoe field, nab. Lacustrine, d. 99, 484 411",28513,41465,F,261629,75829,1,1
160,Ms Muraveva Regina F.,"a. Dvina, ALL. Altitude, d. 369, 213 224",+7 (321) 400-58-04,vorobevbronislav@yahoo.com,"Mr. Zabaykalsk blvd. Bazarnyi, d. To 1/7. 19 261 042",29153,41932,F,,66479,,1
161,Konovalova Antonina Vadimovna,"from. Karpinsk, nab. Resort, d. 903, 917 696",85555591010,grishinnikita@yahoo.com,"d. Asino, nab. Shallow, d. 7 pp. 4/9 338724",34566,43026,F,,85960,,
162,Laura Romanova Vladislavovna,"n. Kolomna, trans. Work, d. 83 to. 878, 191 058",+7 (096) 701-3570,efim78@hotmail.com,"from. Kostomuksha, ul. Shchorsa, d. 986 pp. 26, 148 708",24350,42931,F,147703,79031,1,
163,Rogov Kuzma Timurovich,"n. Kislovodsk, pr. Friendship, d. 1 119 457",8 507 270 33 68,margarita2002@yahoo.com,"Cherkessk, w. Sverdlov, d. 212, 440 115",30587,42378,M,,79575,,
164,Nikiforov Mark Kharlampovich,"Art. Temruk, pr. Annular, d. 87 pp. 572, 179 340",8 (752) 866-2776,azikova@mail.ru,"a. Syzran, nab. Energetikov d. To 7. 58, 069 819",35985,42959,M,,80196,,1
165,Emilia Robertovna Gavrilova,"k. Skovorodino pr. Smirnova, d. 8, 609 608",8 288 891 2998,nikitagalkin@mail.ru,"COFO Meadows, w. Mendeleyev, d. To 705. 7 867 872",29869,43759,F,,59101,,
166,Irina Davydova Eldarovna,"COFO Aleksin, ALL. New, d. 53 829 846",+78978646598,ustinovferapont@yandex.ru,"COFO Yashalta, nab. Pushkinskaya, d. 6 in. 2/1 626123",26963,42170,F,,72429,,1
167,Akulina Medvedev F.,"n. Ussuriisk, bul. Stadium, d. 4/8, pp. 733, 837 015",+74574430589,nrusakov@yandex.ru,"Mr. Zabaykalsk, etc. Energy, d. 33 p. 8/4, 281 617",27986,41307,F,231873,93878,1,1
168,Martha V. Shchukin,"from. Tulpan river, bul. 30 Years of Victory, d. 50 in. 7/2, 048 999",+7 975 470 02 74,samuilkolobov@hotmail.com,"from. Ignashina Str. Education, d. 3, 760,405",30301,41613,F,,102592,,
169,Titus Eliseevich Kazakov,"from. Dagomys, ul. L.Tolstogo, d. 96 to. 223, 459251",+7 326 228 34 33,ratibor1997@yandex.ru,"Pushkin Str. Rainbow, d. 78 p. 4/6, 647 972",22801,42903,M,,94546,,1
170,Osipov Pancrate Yulevich,"n. Nizhnekamsk, nab. Trinity, d. 66 pp. 393, 912 663",8 938 555 53 07,sobolevanatalja@mail.ru,"n. Usman ul. Scherbakov, d. 53 pp. 181, 726 784",28871,41365,M,231767,58638,1,
171,Zinaida Boleslavovna Mukhina,"k. Kurumkan, pr. Rileyev, d. 40 to. 922, 527 955",89436223431,alla1982@gmail.com,"n. Mozhga, trans. Tractor, d. To 6/1. 96, 388025",27352,43089,F,147773,76193,1,1
172,Comrade. Sidorova Agatha Ilinichna,"COFO Nevyansk, nab. Culture, d. 282, 413 181",8 (299) 833-6987,ershovstanislav@rambler.ru,"COFO Gubkin, bul. Karl Marx, d. To 9. 1, 630,584",30259,42352,F,221078,75781,1,
173,Kulagin Antonina Afanasyevna,"d. Carpet Street. Rural, d. 339 to. 136, 238 003",8 (647) 731-73-04,kselezneva@hotmail.com,"from. St. Petersburg, ul. Turgenev, d. 157 p. 4/1, 019 903",37063,42576,F,272971,84813,1,
174,Victoria Afanasyevna Bolshakova,"a. Mozhaisk, st. School, d. 8/1 in. 1/4, 966 807",8 541 667 37 90,egor_1978@yandex.ru,"d. Tot'ma, pr. Hay, d. 9/5, 071,881",25001,41366,F,,82332,,1
175,Agathon V. Kudryashov,"Art. Voskresensk, st. Borovaya. 68 in. 372 846 795",+7 (416) 000-04-25,kirill1978@yahoo.com,"COFO Kotelnich, w. Tools, e. To 9. 1, 656,894",34051,43219,M,,88616,,1
176,Eupraxia V. Pestova,"a. Astrakhan, ul. New, d. 74 058 395",+7 303 684 68 49,zahar_52@gmail.com,"d. Sarov (Mård.), Acad. Ordjonikidze, d. 3/3, pp. 3, 592,190",25956,42232,F,117524,84627,1,1
177,Belyakov Terence I.,"Art. Yurievets (Ivan.), Acad. Free, d. 70 k. 2, 249230",+7 (118) 801-96-48,ekaterina1986@hotmail.com,"COFO Lyubertsy, trans. Boulevard, d. 2 264 886",22816,41863,M,,82958,,1
178,Guryev Vladlen Davidovich,"d. Elec, bul. Shopping, d. 811 to. 2/5, 751 674",8 (912) 166-9358,kgrigorev@hotmail.com,"COFO Kamyshlov blvd. Shevchenko, d. 59 to. 1 604 729",34825,41751,M,,63275,,
179,Strelkova Zinaida Danilovna,"Mozhaisk, bul. Shoreline, d. 93 p. 2/1 086340",+70730250288,vladlen_84@hotmail.com,"n. Achkhoy-Martan, ul. Radishcheva d. 1.5 pp. 22, 015 318",25003,42580,F,252443,91462,1,
180,Svetlana Gennadievna Timofeev,"Art. Kyren Str. Kuban, d. 127 pp. 14, 158 617",+7 (804) 592-33-06,vlas_95@gmail.com,"Gudermes, bul. Smirnova, d. 792, 723 046",24834,41612,F,,60912,,1
181,Praskovya Y. Fokin,"a. Volhov Str. Lermontov, d. 167, 918 827",8 976 675 7199,longin_1998@hotmail.com,"COFO Hot Key, ALL. Education, d. 4/6 in. 772 078 720",31233,42336,F,,74900,,1
182,Isaev Gerasim Ermolaevich,"from. Surgut (Hunt.), Str. Pozharskii, d. To 2/6. 21 759 952",8 839 118 5487,krilovafevronija@hotmail.com,"COFO Severouralsk, trans. Budyonny, d. 777 p. 3/7 546944",31217,41351,M,,83726,,
183,Bobrov Hilarion F.,"d. Ukhta, nab. Comintern, d. 2 704 460",8 (086) 593-40-73,svetlana_2012@gmail.com,"from. Kondopoga pr. Matrosov, d. 3/1 828270",26090,42930,M,201082,76544,1,
184,Agap Timurovich Bobylev,"Zhigulevsk, nab. Teatralnaya, d. 277 to. 338 751 469",8 (318) 578-50-30,zoja_01@mail.ru,"a. Verkhoturye Str. Suburban, d. 4/3 in. 732 191 272",25381,43642,M,261572,74604,1,
185,Naina Alekseevna Kudryavtseva,"COFO Obninsk, nab. Haharina, d. 3/2 in. 137, 958 140",+7 (474) 894-0391,mir1986@rambler.ru,"from. Pawlowski Posad, pr. Club, d. 27, 385680",35731,42232,F,193141,79418,1,
186,Zoe Tarasovna Kryukov,"d. Kalach-on-Don, w. Pavlik Morozov, d. To 8. 2/6, 757,666",8 (739) 463-22-38,wmironova@yandex.ru,"a. Nefteyugansk, nab. Ordjonikidze, d. 84 p. 64, 213126",30442,41085,F,167130,76767,1,1
187,Ignatiev Hilarion Feoktistovich,"Kirovo-Chepetsk, pr. Rosa Luxemburg, d. 50 pp. 72, 514 532",+7 990 302 0275,trifon70@gmail.com,"k. Novomichurinsk, pr. Soviets d. p 2/7. 3/6, 858,026",33104,42662,M,232179,74748,1,1
188,Boleslav G. Shubin,"COFO Balashov, w. Krestianskoe, d. 8, 785 545",89132481596,bolshakovaviktorija@gmail.com,"a. Yahroma, w. Partisan, d. 164 pp. 437, 574 400",30694,42886,M,,91018,,
189,Felix Ilyin Afanasievich,"Mr. Olenek, w. Yeniseyskoye, d. 8 to. 813, 483 771",+76374417602,antonina84@gmail.com,"Ozery Str. Foundry, d. 809 p. 7, 785,935",30429,42919,M,252662,79937,1,1
190,Davidova Galina,"Art. Sosnovy Bor, nab. Makarenko, d. 3, 644,644",8 (599) 369-31-88,ershovevdokim@yandex.ru,"Art. Krasnogorsk (Mosk.), Bd. Tambov, d. 997 p. 7/4, 218299",29844,41509,F,,79247,,
191,Merkushev Epiphanes Gordeevich,"k. Kondopoga pr. Der, d. 501 to. 1, 192495",8 (108) 454-83-62,arseni_24@rambler.ru,"Mirny, nab. Peter, d. 7, 828,974",29273,41601,M,167478,98733,1,1
192,Ekaterina Kovaleva Nilovna,"a. Taishet, ALL. Grandma, d. 6, p. 5, 068,368",8 (881) 294-7217,tarasilin@rambler.ru,"Mr. Olenek, w. Ring, d. 2 in. 3/4, 617 390",36047,41713,F,,70863,,1
193,Kulagin Claudia Oskarovna,"from. Kamensk-Shakhtinsky, ALL. Amur, d. 7 pp. 515, 609 501",+72126619505,qblinov@yahoo.com,"Sochi, ALL. Towers, d. 6 k. 2, 130194",23116,43143,F,,75116,,1
194,Nosov Amos F.,"Art. Shamar, ALL. Karalenka, d. 506, 254 165",+7 (343) 639-6465,zahar64@hotmail.com,"n. Tavda, ALL. Ryazan, d. 28, k. 143 426 598",26975,42639,M,,78479,,1
195,Angela Gennadievna Khokhlova,"d. New Igirma, w. Frunze, d. 27 p. 1, 208921",8 (051) 282-11-86,kudrjavtsevvjacheslav@mail.ru,"from. Berezniki, ul. Labor, d. 1 394 668",27800,42859,F,130147,86001,1,
196,Yakov Petrov Fedosevich,"n. Asha, trans. Youth, d. 4 k. 2/4, 990,947",+70958111768,karpovvadim@mail.ru,"from. Artem, bul. Factory, d. 6/2 p. 3/2 242124",25919,42750,M,140957,85988,1,
197,Anisim Ignatievich Andreev,"a. Yalutorovsk, ALL. Mechanical Engineers,. 39 012 506",8 (588) 985-9599,isaevluchezar@hotmail.com,"a. Mines, bul. Allied, d. 3 to. 5, 279,905",29072,41664,M,,82594,,
198,Angelina Leonovna Kostina,"Bronnitsy, bul. Bitter, d. 4 k. 9/7, 567,436",+7 (638) 120-9083,ljubosmisl_2002@gmail.com,"from. Nat Str. Shore, d. 7 to. 867, 296 085",27270,41990,F,,76316,,
199,Gusev Fevronija Valerievna,"Gubkin st. Spa, d. 233 to. 9, 953 152",+74332838369,semen1979@gmail.com,"d. Aginskoe (Zabayk.), Ave. District, d. 68 to. 33, 329 903",36829,43086,F,,90120,,1
200,Nestor Vikentievich Shooters,"d. Ruza, bul. Lenin, d. 2 in. 3 679 991",+7 601 725 9832,sofon_82@mail.ru,"Art. Pechenga, w. Maxim Bitter, d. 30 to. 71, 569 744",33391,41822,M,,73420,,
201,Iraida Filip Vorobyova,"n. Karachaevsk Str. Lenin, d. 10 k. 6/4 466610",+7 (693) 879-0257,korolevstepan@rambler.ru,"n. Zhigulevsk, bul. Boulevard, d. To 93. 6, 134669",31452,43477,F,272854,90503,1,
202,Shooters Florentin Izotovich,"from. Strezhevoi, trans. Chapayeva, d. 1.2 pp. 50, 560 854",82501080535,kirillovprokl@rambler.ru,"Naberezhnye Chelny, bul. Glinka, d. 19, 641 476",27205,42087,M,,90545,,
203,Mieczyslaw Efstafevich Ivanov,"from. Muravlenko, w. Port, d. 1 547 290",+7 (899) 864-0342,zuevkir@mail.ru,"Art. Kholmogory, bul. Spring, d. To 61. 8, 596 009",32637,43463,M,,78250,,1
204,Tikhonov Stepan Timurovich,"d. Kulunda Str. Metallurgists, d. 448, 706 811",81358793969,jaropolkandreev@yandex.ru,"d. Tosno, pr. Factory, d. 7, p. 4, 984,003",31897,42031,M,212715,86357,1,
205,Novikova Nadezhda Andreevna,"d. Karpinsk, bul. Kotchubey, d. 6 k. 9/6, 956,089",8 718 160 19 95,alekse95@yahoo.com,"COFO Clear (Orenbah.), Ave. Theatrical, d. 61 p. 7/9, 634,777",36038,42266,F,,84240,,
206,Kovalev Evdokia E.,"n. Semlyachiki, ALL. Quiet, d. 5/6 in. 438, 290224",+7 568 896 3518,belozerovalora@rambler.ru,"COFO Bodaibo, nab. Mayakovsky, d. 674 pp. 818, 508 377",34347,42993,F,,83715,,
207,Komissarov Eleanor Arkadievna,"n. Kurchatov, pr. Bauman, d. 8, 395 567",+73450231840,isakovserafim@hotmail.com,"a. Sortavala, bul. Birch, d. 9, 302 375",36940,41133,F,,71404,,
208,Victoria M. Kapustin,"n. Bugulma, w. Orel, d. 6/2 pp. 933, 454 284",+76191824035,stepanovfortunat@rambler.ru,"COFO Noginsk (Moscow.), nab. Pine, d. 345 pp. 675, 504 994",30486,42818,F,110267,83575,1,
209,Milen A. Belozyorov,"d. Karachaevsk, nab. Tolbukhina, d. 2 075 741",8 239 091 92 80,david93@yandex.ru,"a. Poyarkovo, nab. Of Petroleum, d. 36, 126768",34659,43800,M,,102710,,
210,Kononov Ernst V.,"COFO Yugorsk, w. Labor, d. 7 k. 9, 569710",80662068067,harlampi_2008@gmail.com,"COFO Tiksi, w. Soviet Army, d. 62 in. 4/1, 038 552",29111,42258,M,,87621,,
211,Adam F. Kostin,"COFO Yuzhno-Sakhalinsk, street. Rileyev, d. 85 to. 618, 987 167",+7 (989) 155-9625,evgeni_2004@gmail.com,"a. Tymovskoe, w. Underwear, d. 10 pp. 18, 052 720",22123,43587,M,,94759,,
212,Luchezar Ermolaevich Vorontsov,"a. Mostovskoi, ALL. Rosa Luxemburg, d. 6, 430,769",+7 200 008 10 37,zoja_36@yahoo.com,"a. Moscow, pr. Griboedova. 8 p. 1/3, 759 812",37309,43349,M,,83660,,
213,Olympics A. Rogov,"Art. Kamyshin forth. Production, d. 91 p. 6, 075,088",87847648942,savinvladilen@yahoo.com,"COFO Vendinga w. Kuznetsk, d. 7, p. 24, 130826",35080,43103,F,272915,84616,1,
214,Cyrus Zhdanovna Emelyanova,"d. Odintsovo, nab. Teacher, d. 2 878 996",8 883 668 30 44,lobanovaanzhelika@gmail.com,"Art. Kargasok, ALL. Raspberry, d. 8 to. 447, 249903",33810,43127,F,213163,82302,1,
215,Praskovya Askoldovna Konovalova,"a. Apatity, ul. Union, d. 5 pp. 42, 795 631",8 (477) 875-98-27,krasilnikovamarfa@gmail.com,"COFO Pereslavl, ALL. Track, d. 50, 440 765",25610,41894,F,211833,84562,1,1
216,Mishina Milica M.,"from. Kirovsk (Moorman.) ALL. Pozharsky, d. 381, 052 820",8 351 512 62 60,vsemil_83@gmail.com,"d. Dmitrov ALL. Marsh, d. 33, pp. 63, 094 623",27418,41317,F,170854,86312,1,
217,Emmanuel Gertrudovich Bespalov,"Art. Ulan Ude, pr. Makarenko, d. 771 p. 94, 184082",+79636188282,simonovegor@yahoo.com,"a. Bodaibo Str. Shishkin, d. 6 pp. 8, 119 742",30782,42470,M,196824,77538,1,1
218,Kuzmina Alina M.,"COFO Federal District, w. Dekabristov. 5, p. 5, 436778",8 990 939 02 06,kira_64@mail.ru,"d. Ershov st. Oleg Mishka, d. 69 in. 327 069 645",28554,43775,F,,65769,,
219,Kondratiev Frol Venediktovich,"k. Ust-Dzheguta, ave. Shevchenko, d. 6 pp. 79, 012 807",+7 (947) 473-15-14,ruben_88@yahoo.com,"Yoshkar-Ola, w. Pirogova d. To 7/4. 1 573 060",32483,41960,M,,89400,,
220,Angela Alekseevna Lavrenteva,"Pyatigorsk, bul. Shishkin, d. 71 to. 62, 175 396",8 (181) 956-8509,lavrenti00@gmail.com,"n. Chermoz, ALL. Belarus, d. 83, 940 979",32811,42931,F,,86562,,1
221,Blokhin Micah Iosipovich,"d. Suzdal, ALL. Sand, d. 123, 013 356",+77878401444,nikiforovaolimpiada@yandex.ru,"d. Maloyaroslavetz, nab. Sportswear, d. To 8. 4, 677,946",31556,41209,M,197728,82148,1,
222,Filatova Marina B.,"n. Naryan-Mar, ALL. Grandma, d. 1/5, 087,377",8 736 197 9154,dobroslav_97@gmail.com,"from. Bratsk, ALL. Zhukov, d. 42 pp. 730, 094 711",33370,43411,F,246208,62276,1,
223,Galkina Iraida Ilinichna,"Art. Valdai, w. Griboyedov, d. 7/7 in. 8/8, 736 057",+7 (338) 594-97-33,mechislavbespalov@hotmail.com,"n. Severoural'sk, pr. Lermontov, d. 2 k. 3/4 120116",30419,42605,F,,89143,,
224,Mishina Lukiya G.,"from. Kiji, pr. Lermontov, d. 65, 828 615",+7 678 398 76 23,kulakovfedor@gmail.com,"n. Kurganinsk, street. Transverse, d. 23 to. 16, 875 527",22190,42415,F,,69577,,
225,Kolesnikov Claudius Vikentievich,"of Shamar, trans. Ivanovo, d. 68 pp. 843, 054 533",+7 (354) 907-4175,varvara18@gmail.com,"Shali lane. Pozharskii, d. 3 k. 7/6, 816,109",32492,42183,M,153889,79921,1,1
226,Sysoev Micah I.,"from. Skovorodino pr. Shaumyana, d. 52 pp. 291, 856 222",+7 744 360 5351,sitnikovadarja@rambler.ru,"from. South Sakhalinsk, pr. Trip, d. 5, 044,264",23540,40943,M,253667,88398,1,
227,V. Nekrasov Ivanna,"n. Dudinka, pr. Ivanovskii, d. 36, 217 412",+7 (501) 777-73-66,dorofe_1975@rambler.ru,"n. Breda, trans. Revolutionary, d. 277 p. 4/1, 906 104",29241,41847,F,,87124,,
228,Sinklitikiya Semenovna Kornilov,"d. Moore Street. Moscow, d. 82 k. 8/7, 152296",+7 213 114 6589,mark1996@rambler.ru,"COFO Ust-Ilim, ALL. Osipenco, d. 77 k. 1/5 226795",32928,42793,F,,89002,,
